module,test,dtype,n_total,n_diff,max_ulp,tol,histogram,status
solve,solve large n=20,float64,20,20,5609,atol=1e-14,1×1ULP 2×2ULP 1×3ULP 1×5ULP 1×7ULP 2×9ULP 2×10ULP 1×11ULP 1×12ULP 2×13ULP 1×16ULP 1×17ULP 1×19ULP 1×21ULP 1×53ULP 1×5609ULP,within atol=1e-14
solve,solve large n=10,float32,10,7,18,atol=1e-14,3×1ULP 2×2ULP 1×3ULP 1×18ULP,within atol=1e-14
solve,solve large n=20,float32,20,19,5611,atol=1e-14,1×1ULP 1×3ULP 1×4ULP 1×5ULP 1×6ULP 2×8ULP 2×9ULP 2×11ULP 1×13ULP 1×33ULP 1×47ULP 1×52ULP 2×56ULP 1×69ULP 1×5611ULP,within atol=1e-14
solve,solve ill-cond seed=5555,float64,5,5,22840,atol=1e-10,1×12949ULP 1×14326ULP 1×15519ULP 1×17929ULP 1×22840ULP,within atol=1e-10
solve,solve ill-cond seed=6666,float64,5,5,31715,atol=1e-10,1×21263ULP 1×21798ULP 1×22274ULP 1×30392ULP 1×31715ULP,within atol=1e-10
solve,solve ill-cond seed=7777,float64,5,5,27112,atol=1e-10,1×8030ULP 1×11005ULP 1×12614ULP 1×23601ULP 1×27112ULP,within atol=1e-10
solve,solve ill-cond seed=5555,float32,5,5,88991,atol=1e-10,1×58110ULP 1×66649ULP 1×68499ULP 1×73367ULP 1×88991ULP,within atol=1e-10
solve,solve ill-cond seed=6666,float32,5,5,49197,atol=1e-10,1×29540ULP 1×30196ULP 1×30378ULP 1×42653ULP 1×49197ULP,within atol=1e-10
solve,solve ill-cond seed=7777,float32,5,5,4802,atol=1e-10,1×349ULP 1×385ULP 1×625ULP 1×1554ULP 1×4802ULP,within atol=1e-10
cdist,cdist euclidean,float64,8000,0,0,0,—,bit-identical
cdist,cdist cityblock,float64,8000,0,0,0,—,bit-identical
cdist,cdist chebyshev,float64,8000,0,0,0,—,bit-identical
cdist,cdist euclidean,float32,8000,0,0,0,—,bit-identical
cdist,cdist cityblock,float32,8000,0,0,0,—,bit-identical
cdist,cdist chebyshev,float32,8000,0,0,0,—,bit-identical
cdist,cdist small,float64,6,0,0,0,—,bit-identical
cdist,cdist small,float32,6,0,0,0,—,bit-identical
KDTree,KDTree dist,float64,1,0,0,0,—,bit-identical
KDTree,KDTree dist,float32,1,0,0,0,—,bit-identical
KDTree,KDTree k=3 dist,float64,3,0,0,0,—,bit-identical
KDTree,KDTree k=3 dist,float32,3,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d sigma=0.5,float64,100,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d sigma=1.0,float64,100,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d sigma=2.0,float64,100,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d sigma=3.0,float64,100,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d sigma=0.5,float32,100,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d sigma=1.0,float32,100,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d sigma=2.0,float32,100,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d sigma=3.0,float32,100,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d mode=reflect,float64,100,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d mode=constant,float64,100,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d mode=nearest,float64,100,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d mode=mirror,float64,100,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d mode=wrap,float64,100,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d mode=reflect,float32,100,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d mode=constant,float32,100,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d mode=nearest,float32,100,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d mode=mirror,float32,100,0,0,0,—,bit-identical
gaussian_filter1d,gaussian_filter1d mode=wrap,float32,100,0,0,0,—,bit-identical
medfilt,medfilt k=3,float64,100,0,0,0,—,bit-identical
medfilt,medfilt k=5,float64,100,0,0,0,—,bit-identical
medfilt,medfilt k=7,float64,100,0,0,0,—,bit-identical
medfilt,medfilt k=9,float64,100,0,0,0,—,bit-identical
medfilt,medfilt k=3,float32,100,0,0,0,—,bit-identical
medfilt,medfilt k=5,float32,100,0,0,0,—,bit-identical
medfilt,medfilt k=7,float32,100,0,0,0,—,bit-identical
medfilt,medfilt k=9,float32,100,0,0,0,—,bit-identical
Rotation,Rotation identity,float64,3,0,0,0,—,bit-identical
Rotation,Rotation identity,float32,3,0,0,0,—,bit-identical
Rotation,Rotation x-45deg,float64,3,0,0,0,—,bit-identical
Rotation,Rotation x-45deg,float32,3,0,0,0,—,bit-identical
Rotation,Rotation y-30deg,float64,3,0,0,0,—,bit-identical
Rotation,Rotation y-30deg,float32,3,0,0,0,—,bit-identical
Rotation,Rotation z-60deg,float64,3,0,0,0,—,bit-identical
Rotation,Rotation z-60deg,float32,3,0,0,0,—,bit-identical
Rotation,"Rotation xyz(20,30,45)",float64,3,0,0,0,—,bit-identical
Rotation,"Rotation xyz(20,30,45)",float32,3,0,0,0,—,bit-identical
Rotation,"Rotation zyx(10,-20,40)",float64,3,0,0,0,—,bit-identical
Rotation,"Rotation zyx(10,-20,40)",float32,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[0],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[1],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[2],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[3],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[4],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[5],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[6],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[7],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[8],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[9],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[10],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[11],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[12],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[13],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[14],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[15],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[16],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[17],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[18],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[19],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[20],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[21],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[22],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[23],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[24],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[25],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[26],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[27],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[28],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[29],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[30],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[31],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[32],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[33],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[34],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[35],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[36],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[37],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[38],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[39],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[40],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[41],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[42],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[43],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[44],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[45],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[46],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[47],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[48],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[49],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[50],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[51],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[52],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[53],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[54],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[55],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[56],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[57],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[58],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[59],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[60],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[61],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[62],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[63],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[64],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[65],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[66],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[67],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[68],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[69],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[70],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[71],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[72],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[73],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[74],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[75],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[76],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[77],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[78],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[79],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[80],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[81],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[82],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[83],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[84],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[85],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[86],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[87],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[88],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[89],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[90],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[91],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[92],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[93],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[94],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[95],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[96],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[97],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[98],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xyz random[99],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[0],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[1],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[2],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[3],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[4],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[5],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[6],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[7],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[8],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[9],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[10],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[11],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[12],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[13],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[14],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[15],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[16],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[17],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[18],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[19],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[20],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[21],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[22],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[23],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[24],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[25],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[26],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[27],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[28],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[29],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[30],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[31],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[32],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[33],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[34],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[35],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[36],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[37],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[38],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[39],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[40],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[41],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[42],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[43],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[44],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[45],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[46],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[47],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[48],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[49],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[50],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[51],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[52],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[53],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[54],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[55],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[56],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[57],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[58],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[59],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[60],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[61],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[62],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[63],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[64],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[65],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[66],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[67],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[68],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[69],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[70],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[71],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[72],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[73],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[74],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[75],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[76],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[77],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[78],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[79],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[80],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[81],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[82],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[83],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[84],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[85],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[86],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[87],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[88],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[89],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[90],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[91],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[92],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[93],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[94],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[95],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[96],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[97],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[98],float64,3,0,0,0,—,bit-identical
Rotation,Rotation xzy random[99],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[0],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[1],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[2],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[3],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[4],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[5],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[6],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[7],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[8],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[9],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[10],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[11],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[12],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[13],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[14],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[15],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[16],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[17],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[18],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[19],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[20],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[21],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[22],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[23],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[24],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[25],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[26],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[27],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[28],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[29],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[30],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[31],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[32],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[33],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[34],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[35],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[36],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[37],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[38],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[39],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[40],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[41],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[42],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[43],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[44],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[45],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[46],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[47],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[48],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[49],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[50],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[51],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[52],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[53],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[54],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[55],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[56],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[57],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[58],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[59],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[60],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[61],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[62],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[63],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[64],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[65],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[66],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[67],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[68],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[69],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[70],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[71],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[72],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[73],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[74],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[75],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[76],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[77],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[78],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[79],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[80],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[81],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[82],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[83],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[84],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[85],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[86],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[87],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[88],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[89],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[90],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[91],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[92],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[93],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[94],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[95],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[96],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[97],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[98],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yxz random[99],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[0],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[1],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[2],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[3],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[4],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[5],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[6],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[7],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[8],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[9],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[10],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[11],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[12],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[13],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[14],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[15],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[16],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[17],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[18],float64,3,0,0,0,—,bit-identical
Rotation,Rotation yzx random[19],float64,3,0,0,0,—,bit-identical
